project_id,project_type,client_type,contract_type,is_design_and_build,nilai_kontrak_awal_miliar_rp,total_jam_kerja_estimasi,volume_pekerjaan_tanah_m3,volume_beton_m3,berat_baja_struktural_ton,panjang_instalasi_utama_km,jumlah_titik_akhir_instalasi,jumlah_item_pekerjaan_utama,tingkat_risiko_geoteknik,lokasi_provinsi,lokasi_urban_rural,musim_pelaksanaan,indeks_harga_komoditas_saat_mulai,jumlah_kompetitor_saat_tender,pengalaman_pm_tahun,jumlah_sdm_inti,persentase_subkontraktor,biaya_akhir_riil_miliar_rp,durasi_akhir_riil_hari,profit_margin_riil_persen,terjadi_pembengkakan_biaya_signifikan,terjadi_keterlambatan_signifikan
PJ-624,Perumahan,Swasta Asing,Lump Sum,0,214.29,857155,107144,53572,0,0.0,5357,105,3,Bengkulu,Rural,Kemarau,101.04,2,6,43,14,191.33,4073,10.71,0,1
PJ-625,Gedung Perkantoran,BUMN,Harga Satuan,0,246.3,738889,0,24629,4925,0.0,4925,134,1,Riau,Sub-urban,Hujan,107.75,2,20,39,40,219.91,3229,10.71,0,0
PJ-626,Jalan Tol,BUMN,Lump Sum,1,2041.06,4082122,6123183,408212,20410,51.03,0,1006,2,Riau,Sub-urban,Kemarau,104.99,9,19,207,11,1822.38,3361,10.71,0,0
PJ-627,Perumahan,BUMN,Lump Sum,0,126.51,506030,63253,31626,0,0.0,3162,47,2,Sulawesi Tenggara,Sub-urban,Kemarau,105.09,7,7,27,78,112.95,3194,10.71,0,0
PJ-628,Jaringan IT,Pemda,Lump Sum,1,31.97,159840,0,0,0,47.95,1598,24,3,Jawa Barat,Urban,Kemarau,106.82,8,10,11,27,28.54,3262,10.71,0,1
PJ-629,Perumahan,Swasta Nasional,Lump Sum,0,199.98,799920,99990,49995,0,0.0,4999,102,1,Sulawesi Tenggara,Rural,Hujan,106.98,9,5,43,30,178.55,3170,10.71,0,0
PJ-630,Jalan Tol,BUMN,Harga Satuan,0,1974.61,3949212,5923818,394921,19746,49.37,0,970,4,Kalimantan Barat,Rural,Kemarau,105.23,7,13,198,30,1763.04,4633,10.71,0,1
PJ-631,Perumahan,Swasta Asing,Harga Satuan,0,81.42,325684,40710,20355,0,0.0,2035,38,1,Papua,Sub-urban,Kemarau,104.08,3,3,18,13,72.7,3084,10.71,0,0
PJ-632,Jalan Tol,Pemda,Lump Sum,0,2171.73,4343451,6515177,434345,21717,54.29,0,1079,3,Lampung,Rural,Kemarau,118.0,8,3,221,54,2368.63,3350,-9.07,1,0
PJ-633,Jalan Tol,Swasta Nasional,Cost Plus,0,2062.85,4125706,6188559,412570,20628,51.57,0,1021,4,Sumatera Barat,Sub-urban,Hujan,107.18,2,18,209,12,1841.83,3922,10.71,0,1
PJ-634,Gedung Perkantoran,Swasta Asing,Lump Sum,0,180.99,542982,0,18099,3619,0.0,3619,80,3,Kalimantan Tengah,Urban,Hujan,108.41,8,16,28,16,161.6,4316,10.71,0,1
PJ-635,Jaringan IT,Pemda,Cost Plus,0,78.73,393630,0,0,0,118.09,3936,52,1,Bengkulu,Sub-urban,Hujan,109.38,3,10,22,78,70.29,3049,10.71,0,0
PJ-636,Perumahan,Swasta Nasional,Cost Plus,0,206.75,827011,103376,51688,0,0.0,5168,98,3,Kalimantan Utara,Rural,Kemarau,107.09,3,3,44,79,213.44,3203,-3.23,1,0
PJ-637,Perumahan,Pemda,Lump Sum,0,208.47,833869,104233,52116,0,0.0,5211,102,3,Banten,Rural,Hujan,100.69,6,21,45,36,186.13,3158,10.71,0,0
PJ-638,Jaringan IT,BUMN,Lump Sum,1,15.49,77428,0,0,0,23.23,774,4,1,Sumatera Utara,Sub-urban,Kemarau,102.14,7,4,6,64,13.83,2199,10.71,0,0
PJ-639,Gedung Perkantoran,Pemda,Cost Plus,0,111.72,335157,0,11171,2234,0.0,2234,43,1,Sulawesi Barat,Rural,Hujan,109.53,5,22,20,58,99.75,2856,10.71,0,0
PJ-640,Jembatan,Pemda,Harga Satuan,0,874.66,1749322,2623983,174932,8746,21.87,0,423,5,Bali,Sub-urban,Kemarau,108.86,2,10,90,50,882.57,3313,-0.9,1,0
PJ-641,Gedung Perkantoran,Swasta Nasional,Lump Sum,0,101.46,304379,0,10145,2029,0.0,2029,42,2,Sulawesi Tenggara,Sub-urban,Kemarau,100.06,9,14,16,67,117.93,4391,-16.23,1,1
PJ-642,Pabrik,Swasta Nasional,Harga Satuan,0,292.38,730945,0,43856,11695,0.0,0,127,3,Papua,Sub-urban,Hujan,106.94,3,15,40,18,261.05,3114,10.71,0,0
PJ-643,Gedung Perkantoran,Pemda,Harga Satuan,0,278.87,836609,0,27886,5577,0.0,5577,130,1,Kepulauan Bangka Belitung,Urban,Hujan,102.96,4,6,43,41,298.1,3316,-6.9,1,0
PJ-644,Jaringan IT,Swasta Nasional,Cost Plus,0,13.72,68612,0,0,0,20.58,686,11,2,Kepulauan Riau,Urban,Hujan,103.7,3,4,7,27,16.34,1670,-19.1,1,0
PJ-645,Jalan Tol,Pemda,Harga Satuan,0,841.32,1682638,2523957,168263,8413,21.03,0,421,4,Riau,Urban,Hujan,110.52,5,19,88,75,751.18,3259,10.71,0,0
PJ-646,Pabrik,Swasta Asing,Lump Sum,1,364.45,911132,0,54667,14578,0.0,0,165,2,Papua Selatan,Urban,Kemarau,116.99,5,16,47,23,325.4,3304,10.71,0,0
PJ-647,Perumahan,BUMN,Lump Sum,0,143.25,572985,71623,35811,0,0.0,3581,69,2,Jawa Barat,Rural,Kemarau,109.28,8,16,30,36,127.9,3255,10.71,0,0
PJ-648,Jaringan IT,BUMN,Cost Plus,0,75.75,378725,0,0,0,113.62,3787,46,2,Kalimantan Tengah,Urban,Kemarau,104.78,9,9,19,37,67.63,3397,10.71,0,0
PJ-649,Jembatan,Pemda,Harga Satuan,0,1258.05,2516099,3774149,251609,12580,31.45,0,610,5,Kalimantan Barat,Urban,Hujan,119.11,6,24,129,46,1123.26,3324,10.71,0,0
PJ-650,Gedung Perkantoran,Swasta Asing,Harga Satuan,0,151.23,453685,0,15122,3024,0.0,3024,87,2,Papua Pegunungan,Rural,Kemarau,106.8,6,19,25,34,181.33,3093,-19.9,1,0
PJ-651,Jembatan,Swasta Asing,Lump Sum,0,1734.0,3468003,5202005,346800,17340,43.35,0,871,2,Sumatera Barat,Rural,Hujan,105.17,4,18,176,39,1548.22,3358,10.71,0,0
PJ-652,Jaringan IT,Swasta Asing,Cost Plus,0,69.38,346905,0,0,0,104.07,3469,24,2,Kalimantan Selatan,Rural,Kemarau,114.76,5,3,18,79,75.61,4364,-8.97,1,1
PJ-653,Gedung Perkantoran,Swasta Nasional,Lump Sum,0,176.43,529286,0,17642,3528,0.0,3528,76,1,Lampung,Sub-urban,Kemarau,112.02,5,7,27,70,157.53,3341,10.71,0,0
PJ-654,Gedung Perkantoran,BUMN,Harga Satuan,0,229.5,688500,0,22950,4590,0.0,4590,107,2,Papua Selatan,Sub-urban,Hujan,108.66,7,17,35,30,204.91,3353,10.71,0,0
PJ-655,Perumahan,Swasta Asing,Cost Plus,0,82.64,330555,41319,20659,0,0.0,2065,25,2,Jambi,Sub-urban,Hujan,109.29,3,14,17,23,73.78,3314,10.71,0,0
PJ-656,Jaringan IT,Swasta Nasional,Cost Plus,0,70.72,353608,0,0,0,106.08,3536,35,2,Lampung,Urban,Hujan,112.73,2,12,20,52,83.26,3431,-17.73,1,1
PJ-657,Jaringan IT,Pemda,Lump Sum,0,28.14,140711,0,0,0,42.21,1407,8,2,Papua Barat Daya,Sub-urban,Hujan,111.26,5,8,10,65,29.1,2398,-3.41,1,0
PJ-658,Jaringan IT,Pemda,Lump Sum,0,34.6,173009,0,0,0,51.9,1730,-2,1,Sulawesi Tengah,Urban,Hujan,106.36,9,13,11,47,30.89,3203,10.71,0,1
PJ-659,Jaringan IT,Swasta Asing,Cost Plus,0,23.62,118105,0,0,0,35.43,1181,14,3,Papua Barat Daya,Urban,Kemarau,112.13,2,12,8,53,21.09,2516,10.71,0,0
PJ-660,Gedung Perkantoran,Swasta Nasional,Harga Satuan,0,75.34,226027,0,7534,1506,0.0,1506,23,1,Lampung,Urban,Hujan,117.08,7,24,14,53,81.57,2751,-8.27,1,0
PJ-661,Perumahan,Swasta Asing,Lump Sum,0,123.75,495007,61875,30937,0,0.0,3093,70,2,Jambi,Urban,Hujan,115.09,3,6,25,52,134.89,3375,-9.0,1,0
PJ-662,Jembatan,BUMN,Cost Plus,0,707.91,1415822,2123733,141582,7079,17.7,0,336,4,Sulawesi Utara,Rural,Kemarau,110.05,9,9,71,14,632.06,3399,10.71,0,0
PJ-663,Jaringan IT,Swasta Nasional,Cost Plus,0,25.9,129505,0,0,0,38.85,1295,23,1,Kalimantan Timur,Rural,Hujan,115.71,7,5,7,13,27.38,4283,-5.72,1,1
PJ-664,Gedung Perkantoran,Pemda,Cost Plus,0,187.33,561986,0,18732,3746,0.0,3746,109,3,Gorontalo,Rural,Hujan,113.63,7,3,30,16,167.26,4232,10.71,0,1
PJ-665,Gedung Perkantoran,Swasta Asing,Lump Sum,1,236.11,708324,0,23610,4722,0.0,4722,128,2,Nusa Tenggara Barat,Rural,Hujan,103.4,5,13,39,70,244.79,3990,-3.68,1,1
PJ-666,Jalan Tol,BUMN,Lump Sum,1,2865.21,5730412,8595618,573041,28652,71.63,0,1447,1,Sulawesi Barat,Urban,Kemarau,104.75,9,11,288,37,2558.22,3391,10.71,0,0
PJ-667,Jaringan IT,BUMN,Harga Satuan,0,71.45,357260,0,0,0,107.18,3572,29,3,Banten,Sub-urban,Kemarau,106.96,2,15,19,62,74.57,3205,-4.36,1,0
PJ-668,Jaringan IT,BUMN,Cost Plus,0,90.08,450421,0,0,0,135.13,4504,57,3,Maluku,Sub-urban,Hujan,114.6,3,15,23,20,80.43,3338,10.71,0,0
PJ-669,Jalan Tol,Swasta Nasional,Lump Sum,0,1443.7,2887390,4331085,288739,14436,36.09,0,725,5,Kepulauan Bangka Belitung,Urban,Hujan,109.05,5,11,147,57,1553.7,4581,-7.62,1,1
PJ-670,Gedung Perkantoran,Swasta Nasional,Harga Satuan,0,54.94,164822,0,5494,1098,0.0,1098,22,3,Sulawesi Selatan,Rural,Hujan,102.71,3,17,12,39,60.82,2341,-10.7,1,0
PJ-671,Jalan Tol,Swasta Asing,Cost Plus,0,2540.83,5081655,7622482,508165,25408,63.52,0,1265,4,Kalimantan Utara,Urban,Kemarau,110.66,9,9,258,52,2268.6,3357,10.71,0,0
PJ-672,Jaringan IT,Swasta Asing,Harga Satuan,0,90.37,451873,0,0,0,135.56,4518,61,1,Jawa Barat,Urban,Kemarau,117.98,4,21,23,34,80.69,3348,10.71,0,0
PJ-673,Gedung Perkantoran,Swasta Asing,Cost Plus,0,277.6,832801,0,27760,5552,0.0,5552,157,2,Sumatera Utara,Urban,Kemarau,103.91,9,8,45,67,247.86,3154,10.71,0,0
PJ-674,Gedung Perkantoran,BUMN,Lump Sum,1,149.22,447661,0,14922,2984,0.0,2984,58,3,Jawa Tengah,Sub-urban,Hujan,103.47,3,21,25,34,133.23,3052,10.71,0,0
PJ-675,Perumahan,Pemda,Harga Satuan,0,217.87,871498,108937,54468,0,0.0,5446,111,1,Sulawesi Tengah,Rural,Hujan,102.39,5,17,45,72,254.82,4107,-16.96,1,1
PJ-676,Gedung Perkantoran,Pemda,Cost Plus,0,127.04,381115,0,12703,2540,0.0,2540,51,3,Kepulauan Bangka Belitung,Sub-urban,Hujan,118.22,3,15,22,52,113.43,2952,10.71,0,0
PJ-677,Perumahan,Swasta Asing,Harga Satuan,0,112.65,450595,56324,28162,0,0.0,2816,45,3,Bali,Rural,Hujan,106.84,4,3,24,45,100.58,3603,10.71,0,1
PJ-678,Pabrik,Swasta Nasional,Cost Plus,0,327.57,818915,0,49134,13102,0.0,0,159,2,Jambi,Rural,Kemarau,115.9,2,14,41,33,292.47,3404,10.71,0,0
PJ-679,Jaringan IT,Swasta Nasional,Lump Sum,0,99.56,497789,0,0,0,149.34,4977,46,1,Kalimantan Timur,Sub-urban,Hujan,116.54,3,19,27,72,88.89,4188,10.71,0,1
PJ-680,Jembatan,Pemda,Cost Plus,0,2237.68,4475364,6713047,447536,22376,55.94,0,1110,4,Kepulauan Riau,Sub-urban,Kemarau,116.18,4,9,226,54,2625.97,3375,-17.35,1,0
PJ-681,Jalan Tol,Pemda,Harga Satuan,0,2465.61,4931219,7396829,493121,24656,61.64,0,1248,5,Papua Pegunungan,Sub-urban,Hujan,119.45,2,21,250,53,2201.44,4053,10.71,0,1
PJ-682,Perumahan,Pemda,Harga Satuan,0,192.66,770634,96329,48164,0,0.0,4816,95,2,Papua Barat Daya,Sub-urban,Hujan,116.7,6,7,40,12,172.02,3283,10.71,0,0
PJ-683,Jalan Tol,Swasta Asing,Lump Sum,1,549.64,1099289,1648934,109928,5496,13.74,0,258,1,Kepulauan Bangka Belitung,Rural,Kemarau,105.23,5,13,56,33,490.75,3346,10.71,0,0
PJ-684,Jaringan IT,BUMN,Harga Satuan,0,21.45,107254,0,0,0,32.18,1072,20,1,Sumatera Utara,Urban,Hujan,100.38,2,16,8,20,23.88,2285,-11.33,1,0
PJ-685,Jaringan IT,Pemda,Harga Satuan,0,68.38,341907,0,0,0,102.57,3419,20,2,Gorontalo,Rural,Kemarau,108.94,2,14,18,34,61.05,4291,10.71,0,1
PJ-686,Gedung Perkantoran,Swasta Asing,Harga Satuan,0,242.83,728492,0,24283,4856,0.0,4856,131,2,Papua,Sub-urban,Hujan,106.8,8,20,38,27,278.66,3267,-14.75,1,0
PJ-687,Jalan Tol,Swasta Asing,Cost Plus,0,1088.45,2176894,3265342,217689,10884,27.21,0,530,2,Maluku,Rural,Hujan,112.6,6,7,110,60,971.83,4213,10.71,0,1
PJ-688,Perumahan,BUMN,Harga Satuan,0,96.39,385565,48195,24097,0,0.0,2409,43,3,Papua Pegunungan,Sub-urban,Hujan,117.26,6,20,21,53,86.06,3848,10.71,0,1
PJ-689,Gedung Perkantoran,BUMN,Lump Sum,0,58.35,175040,0,5834,1166,0.0,1166,44,1,Sulawesi Tengah,Urban,Kemarau,102.21,9,18,10,59,52.1,3394,10.71,0,1
PJ-690,Gedung Perkantoran,Swasta Nasional,Lump Sum,0,276.34,829018,0,27633,5526,0.0,5526,131,3,Sumatera Barat,Sub-urban,Kemarau,101.14,8,4,44,10,246.73,3211,10.71,0,0
PJ-691,Jaringan IT,BUMN,Harga Satuan,0,60.59,302944,0,0,0,90.88,3029,22,2,Maluku,Urban,Hujan,102.4,5,5,19,33,54.1,3753,10.71,0,1
PJ-692,Gedung Perkantoran,Pemda,Lump Sum,1,224.88,674639,0,22487,4497,0.0,4497,119,2,Bengkulu,Sub-urban,Kemarau,112.01,8,18,36,20,200.79,3194,10.71,0,0
PJ-693,Jalan Tol,Swasta Asing,Lump Sum,0,1529.13,3058254,4587381,305825,15291,38.23,0,746,2,Kepulauan Riau,Urban,Kemarau,105.61,5,8,154,23,1365.29,3900,10.71,0,1
PJ-694,Jaringan IT,Pemda,Cost Plus,0,15.29,76450,0,0,0,22.94,764,-10,3,Sulawesi Utara,Sub-urban,Kemarau,102.65,4,20,4,71,13.65,4210,10.71,0,1
PJ-695,Jalan Tol,Swasta Nasional,Lump Sum,1,1306.22,2612439,3918658,261243,13062,32.66,0,657,5,Kepulauan Bangka Belitung,Sub-urban,Kemarau,101.52,2,4,131,25,1428.44,3399,-9.36,1,0
PJ-696,Jalan Tol,BUMN,Cost Plus,0,1620.34,3240685,4861028,324068,16203,40.51,0,824,3,Jambi,Urban,Kemarau,117.71,4,22,164,58,1446.73,3368,10.71,0,0
PJ-697,Gedung Perkantoran,Pemda,Lump Sum,0,148.72,446157,0,14871,2974,0.0,2974,79,3,Sulawesi Utara,Sub-urban,Kemarau,110.26,6,3,24,71,132.78,3168,10.71,0,0
PJ-698,Gedung Perkantoran,Swasta Nasional,Cost Plus,0,184.63,553878,0,18462,3692,0.0,3692,89,3,Bengkulu,Sub-urban,Kemarau,106.09,5,13,28,57,164.84,3371,10.71,0,0
PJ-699,Gedung Perkantoran,Swasta Nasional,Harga Satuan,0,296.91,890715,0,29690,5938,0.0,5938,153,3,DKI Jakarta,Sub-urban,Hujan,115.71,8,14,47,47,265.09,4482,10.71,0,1
PJ-700,Perumahan,Pemda,Lump Sum,1,246.09,984340,123042,61521,0,0.0,6152,129,3,Sumatera Utara,Sub-urban,Hujan,117.3,8,24,50,23,219.72,3355,10.71,0,0
PJ-701,Jaringan IT,BUMN,Harga Satuan,0,49.95,249764,0,0,0,74.93,2497,18,2,Sulawesi Tenggara,Urban,Kemarau,102.4,6,15,16,56,44.6,2660,10.71,0,0
PJ-702,Jalan Tol,Swasta Nasional,Lump Sum,0,2397.5,4794999,7192499,479499,23974,59.94,0,1179,1,Papua Selatan,Urban,Hujan,110.3,3,7,240,69,2429.25,3405,-1.32,1,0
PJ-703,Jembatan,BUMN,Cost Plus,0,800.74,1601478,2402217,160147,8007,20.02,0,405,1,Nusa Tenggara Timur,Rural,Kemarau,111.14,5,14,84,12,714.95,3249,10.71,0,0
PJ-704,Gedung Perkantoran,BUMN,Lump Sum,1,153.75,461241,0,15374,3074,0.0,3074,67,1,Sumatera Selatan,Rural,Kemarau,115.83,8,15,25,34,137.27,3659,10.71,0,1
PJ-705,Jalan Tol,BUMN,Harga Satuan,0,588.7,1177409,1766114,117740,5887,14.72,0,296,5,Kalimantan Tengah,Rural,Hujan,117.13,9,18,59,44,525.63,3401,10.71,0,0
PJ-706,Perumahan,BUMN,Harga Satuan,0,226.05,904209,113026,56513,0,0.0,5651,131,3,Kalimantan Utara,Urban,Kemarau,111.28,5,7,46,36,201.83,3350,10.71,0,0
PJ-707,Jaringan IT,BUMN,Harga Satuan,0,90.68,453420,0,0,0,136.03,4534,44,2,Aceh,Rural,Kemarau,119.92,7,22,25,71,80.97,3091,10.71,0,0
PJ-708,Jaringan IT,Pemda,Cost Plus,0,81.46,407289,0,0,0,122.19,4072,44,1,Kalimantan Selatan,Rural,Kemarau,106.38,2,9,21,49,72.73,3305,10.71,0,0
PJ-709,Jembatan,Swasta Nasional,Harga Satuan,0,1615.95,3231901,4847851,323190,16159,40.4,0,826,3,Sulawesi Utara,Urban,Hujan,109.86,5,15,162,63,1442.81,4127,10.71,0,1
PJ-710,Jaringan IT,Pemda,Cost Plus,0,54.15,270759,0,0,0,81.23,2707,30,2,Sumatera Selatan,Urban,Hujan,113.11,8,19,17,29,48.35,2714,10.71,0,0
PJ-711,Gedung Perkantoran,Pemda,Cost Plus,0,174.8,524406,0,17480,3496,0.0,3496,91,2,Sulawesi Tenggara,Urban,Kemarau,106.02,3,4,28,36,156.07,3590,10.71,0,1
PJ-712,Gedung Perkantoran,Swasta Nasional,Cost Plus,0,235.84,707506,0,23583,4716,0.0,4716,97,1,Sulawesi Tenggara,Sub-urban,Hujan,114.6,6,6,39,34,210.57,4176,10.71,0,1
PJ-713,Gedung Perkantoran,Swasta Nasional,Harga Satuan,0,269.35,808058,0,26935,5387,0.0,5387,133,3,Sumatera Utara,Urban,Kemarau,113.75,2,12,43,70,240.49,3203,10.71,0,0
PJ-714,Gedung Perkantoran,Swasta Nasional,Lump Sum,0,279.97,839922,0,27997,5599,0.0,5599,129,1,Sulawesi Barat,Sub-urban,Kemarau,119.59,9,3,45,79,284.26,3995,-1.53,1,1
PJ-715,Jaringan IT,Swasta Nasional,Lump Sum,0,67.74,338676,0,0,0,101.6,3386,30,1,Sulawesi Barat,Sub-urban,Hujan,101.16,8,3,17,69,74.17,4471,-9.5,1,1
PJ-716,Jaringan IT,Swasta Nasional,Cost Plus,0,98.09,490461,0,0,0,147.14,4904,54,2,Papua Tengah,Rural,Hujan,110.18,3,7,28,36,87.58,3731,10.71,0,1
PJ-717,Perumahan,BUMN,Lump Sum,1,217.34,869351,108668,54334,0,0.0,5433,98,2,Sulawesi Tengah,Sub-urban,Kemarau,109.98,6,17,46,56,194.05,3221,10.71,0,0
PJ-718,Jalan Tol,BUMN,Harga Satuan,0,2641.44,5282880,7924320,528288,26414,66.04,0,1331,1,Jambi,Urban,Hujan,106.61,6,5,267,43,2358.43,3372,10.71,0,0
PJ-719,Jalan Tol,Pemda,Cost Plus,0,2604.7,5209404,7814107,520940,26047,65.12,0,1311,5,Sumatera Utara,Sub-urban,Hujan,105.96,9,22,264,66,2325.63,4224,10.71,0,1
PJ-720,Gedung Perkantoran,Swasta Asing,Lump Sum,0,169.9,509708,0,16990,3398,0.0,3398,78,3,Papua Tengah,Urban,Kemarau,114.3,9,16,29,75,182.79,3557,-7.59,1,1
PJ-721,Jaringan IT,Swasta Asing,Lump Sum,1,79.25,396231,0,0,0,118.87,3962,38,3,Sumatera Utara,Rural,Kemarau,111.7,7,18,22,71,70.76,3595,10.71,0,1
PJ-722,Jembatan,Swasta Asing,Harga Satuan,0,1588.41,3176818,4765228,317681,15884,39.71,0,777,2,DI Yogyakarta,Rural,Kemarau,105.74,7,19,161,77,1418.22,3363,10.71,0,0
PJ-723,Jaringan IT,Pemda,Lump Sum,0,69.56,347776,0,0,0,104.33,3477,53,2,Sumatera Utara,Urban,Kemarau,109.69,4,4,19,27,62.1,3950,10.71,0,1
PJ-724,Jembatan,BUMN,Harga Satuan,0,2284.42,4568848,6853272,456884,22844,57.11,0,1138,2,Sulawesi Tenggara,Sub-urban,Kemarau,110.97,7,17,229,46,2640.3,3400,-15.58,1,0
PJ-725,Jaringan IT,Swasta Asing,Lump Sum,0,75.2,376012,0,0,0,112.8,3760,18,3,Papua Barat,Rural,Hujan,115.88,2,24,21,35,67.15,3052,10.71,0,0
PJ-726,Pabrik,Pemda,Harga Satuan,0,435.44,1088596,0,65315,17417,0.0,0,233,1,Bengkulu,Rural,Hujan,113.63,4,15,56,29,388.78,3313,10.71,0,0
PJ-727,Gedung Perkantoran,BUMN,Lump Sum,1,242.25,726742,0,24224,4844,0.0,4844,110,2,Maluku,Urban,Hujan,115.38,9,20,38,36,216.29,3892,10.71,0,1
PJ-728,Gedung Perkantoran,Swasta Asing,Lump Sum,0,179.81,539426,0,17980,3596,0.0,3596,74,2,DKI Jakarta,Sub-urban,Hujan,119.15,7,12,29,16,160.54,3780,10.71,0,1
PJ-729,Gedung Perkantoran,Swasta Asing,Cost Plus,0,200.94,602806,0,20093,4018,0.0,4018,87,2,Sulawesi Barat,Sub-urban,Kemarau,101.25,6,19,33,39,179.41,3113,10.71,0,0
PJ-730,Perumahan,Pemda,Cost Plus,0,60.96,243848,30481,15240,0,0.0,1524,32,1,Nusa Tenggara Barat,Rural,Kemarau,110.8,8,5,15,36,54.43,2771,10.71,0,0
PJ-731,Gedung Perkantoran,Swasta Asing,Lump Sum,0,56.66,169991,0,5666,1133,0.0,1133,31,2,Lampung,Urban,Hujan,117.55,6,14,12,42,50.59,2414,10.71,0,0
PJ-732,Perumahan,Swasta Asing,Cost Plus,0,160.78,643104,80388,40194,0,0.0,4019,78,2,Sulawesi Barat,Urban,Hujan,105.14,9,17,33,29,143.55,3321,10.71,0,0
PJ-733,Jembatan,Swasta Nasional,Cost Plus,0,2766.78,5533556,8300334,553355,27667,69.17,0,1373,1,Papua Barat Daya,Urban,Kemarau,114.9,4,5,279,72,2470.34,3380,10.71,0,0
PJ-734,Jaringan IT,BUMN,Harga Satuan,0,91.24,456191,0,0,0,136.86,4561,46,2,Sumatera Selatan,Rural,Hujan,108.49,9,16,23,30,81.46,3380,10.71,0,0
PJ-735,Gedung Perkantoran,Pemda,Harga Satuan,0,172.14,516410,0,17213,3442,0.0,3442,74,1,Sumatera Utara,Urban,Kemarau,109.13,7,10,26,61,153.69,3385,10.71,0,0
PJ-736,Gedung Perkantoran,BUMN,Cost Plus,0,105.05,315144,0,10504,2100,0.0,2100,39,3,Papua,Rural,Kemarau,115.55,5,24,16,62,123.69,3357,-17.75,1,0
PJ-737,Jalan Tol,BUMN,Lump Sum,0,2762.85,5525706,8288559,552570,27628,69.07,0,1364,4,Papua Pegunungan,Sub-urban,Kemarau,118.78,6,11,278,22,2466.83,4162,10.71,0,1
PJ-738,Jaringan IT,Swasta Nasional,Cost Plus,0,55.16,275776,0,0,0,82.73,2757,17,3,Bali,Sub-urban,Kemarau,100.09,8,8,16,14,49.25,2937,10.71,0,0
PJ-739,Gedung Perkantoran,Pemda,Lump Sum,0,208.25,624746,0,20824,4164,0.0,4164,87,2,Sulawesi Utara,Sub-urban,Kemarau,100.06,4,6,32,22,185.94,3327,10.71,0,0
PJ-740,Jalan Tol,BUMN,Lump Sum,1,1245.46,2490921,3736382,249092,12454,31.14,0,625,5,Bali,Urban,Kemarau,100.53,5,20,127,59,1112.02,3343,10.71,0,0
PJ-741,Jalan Tol,Swasta Asing,Cost Plus,0,1071.88,2143761,3215642,214376,10718,26.8,0,550,3,Papua,Sub-urban,Kemarau,106.21,5,16,111,40,957.04,3292,10.71,0,0
PJ-742,Pabrik,Pemda,Cost Plus,0,291.91,729783,0,43786,11676,0.0,0,138,3,Papua Barat Daya,Sub-urban,Hujan,116.84,2,17,39,19,260.64,3189,10.71,0,0
PJ-743,Perumahan,Swasta Nasional,Cost Plus,0,140.66,562658,70332,35166,0,0.0,3516,79,3,Sumatera Selatan,Urban,Hujan,106.18,4,20,32,42,125.59,2997,10.71,0,0
PJ-744,Jaringan IT,Pemda,Lump Sum,1,95.88,479409,0,0,0,143.82,4794,45,2,Bali,Sub-urban,Hujan,113.16,9,7,25,24,85.61,3268,10.71,0,0
PJ-745,Jalan Tol,Swasta Nasional,Lump Sum,0,1700.47,3400933,5101400,340093,17004,42.51,0,861,3,Riau,Rural,Kemarau,113.43,7,16,174,75,1518.27,3868,10.71,0,1
PJ-746,Gedung Perkantoran,BUMN,Harga Satuan,0,271.63,814899,0,27163,5432,0.0,5432,150,2,Papua Selatan,Rural,Kemarau,114.78,6,12,42,69,276.2,4191,-1.68,1,1
PJ-747,Jalan Tol,Pemda,Cost Plus,0,1072.56,2145116,3217675,214511,10725,26.81,0,529,5,Nusa Tenggara Timur,Sub-urban,Kemarau,106.36,7,16,111,54,957.64,3294,10.71,0,0
PJ-748,Jembatan,BUMN,Lump Sum,1,1489.18,2978354,4467531,297835,14891,37.23,0,749,2,Papua,Rural,Hujan,116.33,9,22,151,47,1329.62,3819,10.71,0,1
PJ-749,Perumahan,BUMN,Cost Plus,0,141.31,565254,70656,35328,0,0.0,3532,80,1,Papua Tengah,Sub-urban,Hujan,118.06,9,10,29,47,126.17,3322,10.71,0,0
PJ-750,Gedung Perkantoran,Swasta Asing,Cost Plus,0,196.75,590239,0,19674,3934,0.0,3934,99,2,Bengkulu,Sub-urban,Hujan,113.44,2,4,30,30,193.59,3353,1.6,1,0
PJ-751,Jaringan IT,Pemda,Cost Plus,0,40.73,203655,0,0,0,61.1,2036,36,3,DKI Jakarta,Sub-urban,Kemarau,103.32,2,23,14,11,36.37,2479,10.71,0,0
PJ-752,Jaringan IT,Pemda,Cost Plus,0,84.6,423005,0,0,0,126.9,4230,48,1,Sulawesi Selatan,Rural,Hujan,118.53,8,11,22,62,75.54,4079,10.71,0,1
PJ-753,Perumahan,Swasta Asing,Cost Plus,0,196.46,785843,98230,49115,0,0.0,4911,81,2,Jambi,Urban,Hujan,101.08,6,22,40,30,175.41,3348,10.71,0,0
PJ-754,Jalan Tol,BUMN,Lump Sum,0,2066.44,4132879,6199319,413287,20664,51.66,0,1042,1,Banten,Sub-urban,Kemarau,118.46,6,11,207,34,1845.04,3403,10.71,0,0
PJ-755,Jalan Tol,Pemda,Harga Satuan,0,2974.05,5948106,8922160,594810,29740,74.35,0,1470,4,Maluku,Sub-urban,Kemarau,112.36,9,5,300,47,3071.2,4154,-3.27,1,1
